,blueWins,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueTotalExperience
2593,0,6,10,8,1,0,1,0,15633,17605
2594,1,7,2,8,2,1,1,0,17750,20138
2595,0,5,14,6,0,0,0,0,16251,16548
2596,1,7,7,6,0,0,0,0,17627,18282
2597,0,5,10,4,1,1,0,0,17315,19378
2598,0,4,5,4,0,0,0,0,15663,18122
2599,0,2,4,1,0,0,0,0,14865,18385
2600,1,5,2,4,0,0,0,0,16230,18489
2601,1,5,5,1,0,0,0,0,16065,20238
2602,0,7,5,8,1,1,0,0,17049,20151
2603,0,4,3,5,1,1,0,0,15412,18001
2604,1,10,8,10,0,0,0,0,17949,19069
2605,1,6,4,5,0,0,0,0,16938,17614
2606,0,4,8,7,0,0,0,0,14627,16086
2607,0,6,3,7,0,0,0,0,16485,18759
2608,0,4,5,2,0,0,0,0,15246,17687
2609,0,10,9,19,1,1,0,0,17583,17639
2610,1,10,6,9,1,1,0,0,18655,19797
2611,1,7,7,5,1,1,0,0,16875,18112
2612,1,6,1,4,1,0,1,1,17872,19324
2613,1,7,6,9,2,1,1,0,16574,17377
2614,0,9,5,7,0,0,0,0,17651,18199
2615,0,4,10,7,0,0,0,0,15035,16650
2616,1,5,5,3,2,1,1,0,16399,17698
2617,0,8,8,13,1,0,1,0,18236,18690
2618,1,5,3,6,0,0,0,0,15782,18450
2619,0,7,3,9,1,1,0,0,16938,18699
2620,0,5,10,5,0,0,0,0,14740,15556
2621,0,5,12,6,0,0,0,0,15299,17019
2622,1,8,5,8,0,0,0,0,17615,18307
2623,1,13,3,14,1,1,0,1,20955,19806
2624,1,6,2,8,0,0,0,0,16636,19834
2625,0,0,4,0,1,0,1,0,13805,17253
2626,0,11,10,16,0,0,0,0,18453,18299
2627,0,5,13,5,0,0,0,0,14642,15033
2628,0,3,7,4,0,0,0,0,14503,16807
2629,0,3,7,3,1,1,0,0,15335,17368
2630,0,6,8,10,0,0,0,0,15629,16806
2631,0,5,12,6,0,0,0,0,15782,16172
2632,1,12,5,17,1,1,0,0,18685,18421
2633,1,2,9,3,1,1,0,0,14901,16696
2634,0,1,6,1,0,0,0,0,14012,17304
2635,0,4,8,5,0,0,0,0,15913,16454
2636,0,5,6,2,1,1,0,0,14969,16860
2637,0,3,2,2,0,0,0,0,14863,18643
2638,0,5,8,6,0,0,0,0,15985,18011
2639,0,9,10,7,0,0,0,0,17407,18451
2640,0,5,3,5,0,0,0,0,15829,17771
2641,0,5,9,3,0,0,0,0,14953,17141
2642,1,13,3,8,1,1,0,0,20389,20574
2643,1,6,5,5,0,0,0,0,16789,18276
2644,1,13,5,14,2,1,1,0,20403,20886
2645,1,2,5,2,0,0,0,0,15318,17867
2646,1,2,4,3,1,0,1,0,15180,18148
2647,1,8,3,11,1,1,0,0,18200,19337
2648,0,5,5,5,0,0,0,0,15646,16889
2649,0,5,7,6,0,0,0,0,15747,17503
2650,0,3,7,3,0,0,0,0,14668,16196
2651,1,8,3,7,1,0,1,0,19318,21508
2652,1,10,7,8,1,1,0,0,18302,19223
2653,0,5,6,6,1,1,0,0,15167,17584
2654,0,3,8,4,0,0,0,0,15330,16378
2655,0,2,5,1,1,1,0,0,14579,17772
2656,0,5,12,7,0,0,0,0,15828,16976
2657,0,10,6,11,1,1,0,0,18001,18571
2658,0,5,4,4,0,0,0,1,17305,18581
2659,1,11,4,10,1,0,1,0,18706,19465
2660,0,7,9,6,0,0,0,0,16939,17715
2661,1,5,3,5,2,1,1,2,17645,18081
2662,0,6,10,5,0,0,0,0,15985,17976
2663,0,12,9,11,1,0,1,0,18325,19498
2664,1,6,9,7,2,1,1,0,18050,18264
2665,1,11,9,12,1,1,0,0,18585,19498
2666,0,2,7,4,0,0,0,0,14367,16705
2667,0,7,4,7,1,1,0,0,16743,18562
2668,1,13,10,7,0,0,0,0,18388,18350
2669,0,4,5,3,0,0,0,0,15710,17789
2670,0,6,4,10,0,0,0,0,17275,19289
2671,0,7,8,9,1,0,1,0,16623,17503
2672,1,6,1,6,1,1,0,0,17402,19869
2673,1,7,3,6,2,1,1,0,17555,20887
2674,1,2,8,3,0,0,0,0,14952,17963
2675,0,6,9,6,0,0,0,0,15487,14798
2676,1,7,3,6,0,0,0,0,18351,19217
2677,0,1,9,1,0,0,0,0,13797,15622
2678,1,6,7,3,0,0,0,0,16241,18124
2679,1,6,5,5,0,0,0,0,17065,19124
2680,1,8,0,6,0,0,0,0,18609,19904
2681,1,8,5,8,1,1,0,0,16259,16785
2682,0,8,4,6,1,1,0,0,17858,18694
2683,1,12,7,12,0,0,0,0,19055,18944
2684,1,8,7,10,2,1,1,0,17217,18214
2685,0,6,4,7,0,0,0,0,16091,18518
2686,0,8,10,13,1,1,0,0,17174,17921
2687,0,3,7,2,1,1,0,0,14961,16723
2688,1,7,9,8,0,0,0,0,16076,16620
2689,0,5,9,3,0,0,0,0,15905,17772
2690,0,6,10,7,1,0,1,0,15075,16260
2691,1,7,6,9,0,0,0,0,16711,17570
2692,0,7,2,11,0,0,0,0,17371,17488
2693,0,3,4,5,0,0,0,0,15537,18851
2694,0,2,12,2,0,0,0,0,13751,15189
2695,1,8,1,10,0,0,0,0,18888,18408
2696,0,3,11,2,0,0,0,0,13962,15298
2697,1,5,8,4,0,0,0,0,16697,18216
2698,0,4,8,3,2,1,1,0,15815,18069
2699,1,6,4,5,0,0,0,0,17047,19108
2700,0,5,13,2,0,0,0,0,15118,16774
2701,0,6,9,7,0,0,0,0,16035,17041
2702,1,8,3,7,1,1,0,0,16225,17748
2703,0,3,2,4,1,1,0,0,15033,18279
2704,0,8,10,11,1,0,1,0,17064,16813
2705,0,13,8,12,1,1,0,0,18043,17743
2706,0,5,4,7,1,0,1,0,15710,18847
2707,0,6,0,7,0,0,0,0,17476,19471
2708,1,1,7,1,0,0,0,0,14745,17469
2709,0,6,9,8,1,1,0,0,16052,17653
2710,1,10,2,14,1,1,0,0,18888,18447
2711,0,3,7,5,0,0,0,0,15423,18610
2712,0,7,7,6,1,1,0,0,15927,15756
2713,0,5,8,3,0,0,0,0,15967,16964
2714,1,13,9,13,1,1,0,0,19929,20672
2715,0,5,5,7,0,0,0,0,16110,18673
2716,1,9,8,9,0,0,0,0,17631,18106
2717,1,4,4,4,2,1,1,0,16337,18992
2718,1,6,5,8,1,1,0,0,16693,18416
2719,1,5,7,7,2,1,1,1,18334,19247
2720,1,4,9,7,1,0,1,0,14641,16376
2721,0,2,4,2,0,0,0,0,14524,17686
2722,0,6,5,10,0,0,0,0,16111,16723
2723,0,3,9,4,1,0,1,0,15284,17637
2724,1,2,6,1,1,1,0,0,14107,17015
2725,1,7,7,7,0,0,0,0,17152,18219
2726,1,7,9,8,0,0,0,0,16025,16142
2727,1,2,3,2,2,1,1,0,15130,18930
2728,0,7,5,11,0,0,0,0,16230,16813
2729,0,7,7,4,0,0,0,0,16113,17158
2730,0,10,9,8,1,1,0,0,17394,18046
2731,0,2,9,0,1,1,0,0,13803,16366
2732,0,3,9,2,0,0,0,0,13893,15277
2733,0,5,6,5,0,0,0,0,16312,18684
2734,1,11,6,15,1,1,0,0,18205,18119
2735,1,5,7,6,1,1,0,0,16484,17799
2736,0,6,8,10,0,0,0,0,16661,18206
2737,0,5,10,7,0,0,0,0,15381,16749
2738,0,13,6,14,2,1,1,0,19234,17699
2739,1,11,4,14,0,0,0,1,19350,19830
2740,0,5,6,3,1,0,1,1,17389,19074
2741,0,8,6,9,1,1,0,0,16138,16973
2742,1,3,2,2,0,0,0,0,15271,18182
2743,1,10,9,7,0,0,0,0,17584,16118
2744,0,8,4,10,0,0,0,0,17297,18369
2745,1,9,3,14,1,1,0,0,17693,17892
2746,1,4,7,5,0,0,0,0,14703,16749
2747,1,6,6,12,0,0,0,0,17394,18668
2748,0,9,5,14,0,0,0,0,16563,17202
2749,0,4,2,3,0,0,0,0,15270,17913
2750,0,3,6,3,0,0,0,0,14906,16779
2751,1,14,3,8,1,1,0,0,19085,19432
2752,1,2,2,3,2,1,1,0,15290,17983
2753,0,4,8,7,0,0,0,0,15557,17145
2754,1,8,3,7,1,1,0,0,17318,19714
2755,0,7,6,5,0,0,0,0,16359,17684
2756,0,3,8,4,0,0,0,0,14722,16433
2757,0,3,8,3,0,0,0,0,15035,15909
2758,0,2,9,2,0,0,0,0,14663,15958
2759,0,4,7,3,0,0,0,0,15504,17911
2760,0,4,6,2,0,0,0,0,16463,18904
2761,1,7,8,6,0,0,0,0,17009,19047
2762,1,6,6,6,1,0,1,0,16866,17542
2763,0,6,3,4,0,0,0,0,16982,18435
2764,0,3,12,5,0,0,0,0,15051,17568
2765,0,10,3,11,0,0,0,0,18719,19257
2766,0,7,13,11,0,0,0,0,15541,15120
2767,1,14,10,24,1,1,0,0,20114,19069
2768,1,10,3,8,1,0,1,1,20173,20931
2769,0,9,9,14,0,0,0,0,17058,16359
2770,0,11,6,17,1,1,0,1,19900,17323
2771,1,5,6,5,1,1,0,0,15536,17751
2772,0,5,11,5,0,0,0,0,15946,16743
2773,1,17,9,29,0,0,0,0,22449,19137
2774,0,6,9,8,0,0,0,0,15087,17017
2775,1,3,4,6,0,0,0,0,14632,16037
2776,1,8,6,4,1,1,0,0,16883,18957
2777,0,7,15,5,0,0,0,0,15463,16063
2778,0,5,4,6,0,0,0,0,16158,19418
2779,1,4,7,6,0,0,0,0,15295,16951
2780,1,8,6,5,1,0,1,0,17540,19850
2781,1,6,1,6,0,0,0,0,17066,20061
2782,0,5,5,6,0,0,0,0,16110,17732
2783,1,9,5,6,0,0,0,0,17707,18993
2784,1,6,7,5,1,0,1,0,16461,18295
2785,0,5,4,4,0,0,0,0,16429,18899
2786,0,3,7,3,1,1,0,0,15495,17827
2787,0,4,5,4,1,1,0,0,15875,17873
2788,0,7,5,10,0,0,0,0,16521,17150
2789,1,7,6,10,0,0,0,0,16781,18289
2790,0,10,4,12,0,0,0,0,17748,19278
2791,0,5,13,2,0,0,0,0,16145,17749
2792,0,3,6,3,0,0,0,0,15049,17845
2793,1,8,4,13,1,1,0,0,16712,17797
2794,0,8,6,11,1,0,1,0,17662,19112
2795,0,3,12,2,0,0,0,0,15197,17692
2796,1,6,3,6,1,1,0,0,17604,20758
2797,0,10,12,7,0,0,0,0,17431,17722
2798,0,2,11,2,0,0,0,0,14346,15676
2799,0,8,3,8,1,1,0,0,17623,17787
2800,0,8,8,8,1,0,1,0,18683,19031
2801,1,4,4,5,1,1,0,0,15561,17448
2802,0,10,10,11,1,1,0,0,18172,18893
2803,1,6,6,2,1,0,1,1,16753,17350
2804,0,6,6,7,0,0,0,0,15800,17954
2805,0,1,12,1,0,0,0,0,13525,15625
2806,1,5,3,5,0,0,0,0,16418,19182
2807,0,3,4,2,0,0,0,0,14867,18057
2808,0,1,8,0,0,0,0,0,14288,15711
2809,1,6,5,7,1,0,1,0,16106,18229
2810,0,7,7,4,0,0,0,0,16068,17309
2811,1,6,7,6,0,0,0,0,16559,18024
2812,1,5,5,5,1,1,0,0,16388,18495
2813,1,4,8,6,1,1,0,0,15077,17523
2814,0,2,7,2,0,0,0,0,15106,17144
2815,0,4,5,6,0,0,0,0,16569,18534
2816,1,9,6,11,1,1,0,0,16863,18740
2817,0,7,11,7,0,0,0,0,16171,16252
2818,1,7,1,12,1,1,0,0,17149,19250
2819,1,5,2,4,2,1,1,0,16071,17618
2820,1,8,4,12,0,0,0,0,18498,18641
2821,0,3,7,3,0,0,0,0,14936,16574
2822,1,12,6,17,1,1,0,0,18901,17651
2823,1,6,3,6,0,0,0,0,16372,17187
2824,1,10,3,11,1,1,0,0,17959,19184
2825,0,2,10,1,0,0,0,0,13550,16368
2826,1,4,8,4,1,0,1,0,15767,17903
2827,1,10,5,6,2,1,1,0,17156,19115
2828,0,2,12,2,0,0,0,0,13802,17008
2829,0,5,9,5,0,0,0,0,15184,15748
2830,1,3,3,3,1,1,0,0,15923,18062
2831,1,4,4,3,1,0,1,0,15222,18238
2832,0,2,4,1,0,0,0,0,14856,18155
2833,0,6,10,7,1,1,0,0,15336,16676
2834,1,10,3,15,1,1,0,0,18488,19504
2835,1,5,7,4,1,1,0,0,15681,16896
2836,0,3,5,3,1,0,1,1,17159,18318
2837,1,3,5,2,0,0,0,0,15221,17841
2838,0,8,7,10,0,0,0,0,16746,17772
2839,0,6,8,8,0,0,0,1,18235,17856
2840,1,5,7,5,0,0,0,0,16514,18012
2841,0,8,8,14,0,0,0,0,17346,16570
2842,0,3,5,5,1,0,1,0,14838,16485
2843,0,3,9,4,0,0,0,0,14471,17643
2844,1,5,2,5,1,1,0,0,16214,18849
2845,0,8,5,12,2,1,1,0,17839,18405
2846,1,6,5,7,1,0,1,0,17674,19752
2847,1,11,3,13,0,0,0,0,19008,18920
2848,1,4,4,6,0,0,0,0,15800,19395
2849,0,6,11,3,0,0,0,0,16225,17831
2850,1,8,3,8,2,1,1,1,18237,18102
2851,0,6,6,5,1,1,0,0,16512,17751
2852,1,9,3,17,1,1,0,0,17478,18671
2853,1,3,6,2,2,1,1,0,15804,18768
2854,0,7,5,6,2,1,1,0,16158,17789
2855,0,5,5,7,0,0,0,0,15799,17703
2856,1,9,5,12,0,0,0,0,18876,18843
2857,0,2,4,1,0,0,0,0,15193,17619
2858,1,8,4,8,2,1,1,1,19528,19755
2859,0,7,7,6,1,1,0,0,17597,18452
2860,0,5,6,3,0,0,0,0,16495,18518
2861,0,5,8,3,0,0,0,0,16042,18424
2862,1,3,5,3,1,1,0,0,15636,17293
2863,1,11,7,11,1,0,1,0,19063,19391
2864,1,11,2,20,0,0,0,0,18963,19079
2865,1,9,5,9,0,0,0,1,18391,17080
2866,0,3,9,5,1,0,1,0,15492,17768
2867,0,5,9,6,2,1,1,0,16142,16958
2868,1,6,4,4,1,0,1,0,16926,19020
2869,0,4,3,7,0,0,0,0,15517,16917
2870,1,7,9,7,0,0,0,0,16929,17547
2871,0,3,6,3,1,1,0,0,15094,16864
2872,0,5,10,6,1,1,0,0,14604,15280
2873,1,1,0,1,1,0,1,0,15268,18685
2874,1,6,4,9,0,0,0,0,16317,16936
2875,0,3,6,4,0,0,0,0,15426,18766
2876,0,0,4,0,0,0,0,0,14052,16542
2877,1,6,7,4,0,0,0,0,15369,17402
2878,0,9,6,8,0,0,0,0,16961,17237
2879,1,8,1,9,1,1,0,0,18177,19922
2880,1,9,7,10,0,0,0,0,17329,17577
2881,1,13,7,13,1,1,0,0,19161,18599
2882,0,3,6,3,0,0,0,0,14649,15693
2883,1,2,2,2,0,0,0,0,15367,18723
2884,0,4,5,4,1,1,0,0,16229,18834
2885,0,6,6,8,2,1,1,0,17258,18225
2886,1,13,1,15,1,1,0,2,22177,21202
2887,0,9,8,12,0,0,0,0,18004,20025
2888,1,15,3,14,2,1,1,1,20567,19536
2889,0,7,8,7,0,0,0,0,16650,17869
2890,0,2,6,2,0,0,0,0,14710,17302
2891,0,3,7,5,0,0,0,0,15442,17224
2892,0,10,7,7,0,0,0,0,18923,20387
2893,0,3,8,2,0,0,0,0,14783,15957
2894,1,12,7,17,0,0,0,0,18074,16950
2895,1,9,7,8,1,1,0,0,17684,19834
2896,0,5,8,4,0,0,0,0,15476,16908
2897,0,8,5,6,2,1,1,0,17622,19988
2898,1,6,4,6,1,1,0,0,16385,16580
2899,0,3,8,5,0,0,0,0,14425,16191
2900,1,6,5,3,0,0,0,0,16059,18356
2901,1,9,3,13,0,0,0,0,18633,18698
2902,0,3,6,2,0,0,0,0,15731,17150
2903,1,7,8,9,0,0,0,0,17371,18243
2904,0,5,12,9,0,0,0,0,15631,15075
2905,1,8,7,4,0,0,0,0,16935,18740
2906,1,7,7,6,0,0,0,0,16639,18068
2907,1,7,3,6,0,0,0,0,16738,19318
2908,0,3,4,4,0,0,0,0,15419,18138
2909,1,4,8,2,2,1,1,0,14752,16831
2910,0,6,4,7,0,0,0,0,16508,18227
2911,0,6,10,8,0,0,0,0,16544,16885
2912,1,4,5,3,0,0,0,0,15597,18695
2913,0,8,3,14,1,1,0,0,18022,18610
2914,0,5,10,5,1,1,0,0,15714,17362
2915,0,7,5,9,0,0,0,0,16219,17966
2916,0,9,8,8,0,0,0,0,16956,17632
2917,1,11,2,9,1,1,0,0,19280,20813
2918,1,10,8,22,0,0,0,0,19540,18969
2919,1,5,5,7,0,0,0,0,16038,19227
2920,1,5,2,5,1,1,0,0,16594,20008
2921,1,4,6,6,0,0,0,0,16040,17545
2922,1,7,7,8,1,1,0,0,16282,16565
2923,0,4,6,7,0,0,0,0,15527,17554
2924,0,7,9,4,0,0,0,0,15933,16916
2925,0,6,6,9,0,0,0,0,17070,17907
2926,0,3,4,0,0,0,0,0,15084,19173
2927,0,8,4,10,0,0,0,0,16600,18932
2928,1,6,8,7,0,0,0,0,15982,18257
2929,1,5,5,4,0,0,0,0,16355,17606
2930,1,6,10,5,0,0,0,0,17040,17805
2931,1,6,2,9,1,1,0,0,16737,17593
2932,0,7,13,3,1,1,0,0,17090,18662
2933,0,5,15,5,0,0,0,0,14689,14871
2934,1,7,6,8,0,0,0,0,16135,17313
2935,0,6,5,5,1,0,1,0,16500,18497
2936,0,6,7,8,0,0,0,0,17318,18742
2937,1,9,2,14,0,0,0,0,18202,18332
2938,0,5,5,10,1,1,0,0,17208,19055
2939,0,5,2,8,1,1,0,0,16496,18200
2940,1,10,5,6,0,0,0,0,17915,19494
2941,0,10,8,16,0,0,0,0,18917,18476
2942,0,8,12,8,1,1,0,0,16484,16372
2943,0,13,7,10,1,1,0,0,19402,18727
2944,0,4,1,5,2,1,1,0,15869,18711
2945,1,6,2,5,1,0,1,0,17338,19907
2946,1,12,1,10,0,0,0,0,18849,19281
2947,0,6,11,8,0,0,0,0,15250,15780
2948,0,4,7,6,0,0,0,0,15210,16010
2949,1,8,8,9,0,0,0,0,16692,17643
2950,1,4,4,3,0,0,0,0,16621,18305
2951,0,3,6,4,1,1,0,0,15698,18184
2952,0,2,10,3,1,0,1,0,14593,16673
2953,1,7,8,8,0,0,0,0,16712,16923
2954,0,6,10,8,0,0,0,0,16837,17911
2955,0,5,5,5,1,1,0,0,15514,18547
2956,1,8,8,4,0,0,0,0,17236,19937
2957,0,7,14,10,0,0,0,0,16204,17704
2958,1,9,6,10,0,0,0,0,18422,18184
2959,0,5,8,6,0,0,0,0,15356,16700
2960,0,2,4,1,0,0,0,0,14848,17467
2961,1,4,4,3,0,0,0,0,15688,18341
2962,1,4,4,2,0,0,0,0,14926,19450
2963,0,7,14,5,0,0,0,0,16190,16496
2964,1,6,2,8,1,1,0,0,16318,18426
2965,0,6,11,8,0,0,0,0,15376,16758
2966,0,1,10,1,0,0,0,0,14666,16186
2967,1,6,9,3,1,1,0,0,16301,18968
2968,0,4,11,9,0,0,0,0,15124,17488
2969,1,10,2,13,2,1,1,0,19031,20293
2970,1,11,9,9,0,0,0,0,18581,19012
2971,0,7,3,9,2,1,1,0,17144,18638
2972,0,9,10,10,2,1,1,0,18368,19062
2973,1,6,2,6,1,1,0,0,16844,18805
2974,0,8,10,13,0,0,0,0,16707,16612
2975,1,10,9,9,2,1,1,0,17868,17858
2976,1,13,2,9,0,0,0,0,20043,21800
2977,0,3,11,3,0,0,0,0,14852,16246
2978,0,7,8,8,0,0,0,0,16302,15434
2979,1,17,5,25,0,0,0,2,23359,20348
2980,1,8,6,12,1,1,0,0,18352,18953
2981,1,3,6,1,1,0,1,1,16873,17662
2982,0,7,6,6,0,0,0,0,16949,18440
2983,1,5,8,3,0,0,0,0,16344,19207
2984,0,5,6,6,0,0,0,0,15268,17072
2985,1,8,7,8,1,0,1,0,16463,16544
2986,1,7,4,6,0,0,0,0,17049,17357
2987,1,4,2,3,1,1,0,0,15811,18673
2988,0,1,9,1,0,0,0,0,14109,16353
2989,0,2,8,2,0,0,0,0,12292,13648
2990,1,10,3,16,1,1,0,0,18487,18183
2991,0,8,5,7,1,1,0,0,16860,18713
2992,1,7,5,14,1,0,1,0,17798,19047
2993,0,6,6,4,0,0,0,0,15789,17312
2994,0,13,7,19,1,1,0,0,19609,17551
2995,0,5,6,6,1,0,1,0,14853,16170
2996,0,3,4,2,0,0,0,0,15369,17785
2997,1,6,8,7,0,0,0,0,17053,18362
2998,1,11,9,10,1,1,0,0,17307,16527
2999,0,3,9,3,0,0,0,0,14881,15603
3000,1,9,4,7,0,0,0,0,17928,20419
3001,0,3,3,2,1,1,0,0,14876,17630
3002,1,3,2,3,1,1,0,0,15356,18787
3003,1,7,7,7,1,0,1,0,16122,18226
3004,1,4,4,4,1,0,1,0,15426,17981
3005,1,7,7,5,0,0,0,0,16448,19097
3006,0,2,5,1,0,0,0,0,14182,16753
3007,1,4,7,4,1,0,1,0,15891,19024
3008,1,5,13,5,1,0,1,0,15858,16120
3009,0,4,8,5,1,0,1,0,14949,16818
3010,0,2,6,3,1,1,0,0,14377,17055
3011,0,5,3,6,1,1,0,0,15946,18587
3012,0,2,6,3,0,0,0,0,15584,17939
3013,1,4,3,3,1,1,0,0,15800,18316
3014,0,6,6,7,2,1,1,0,16210,18620
3015,1,13,4,7,1,1,0,1,20587,19713
3016,1,3,5,3,1,1,0,0,15735,18331
3017,0,8,7,7,0,0,0,0,17378,18525
3018,0,10,5,14,0,0,0,0,17993,16834
3019,1,5,7,9,0,0,0,0,16072,16945
3020,0,3,5,4,1,1,0,0,15557,18380
3021,0,3,13,3,0,0,0,0,14467,16331
3022,1,8,9,12,1,1,0,0,16096,15907
3023,1,7,4,8,1,1,0,0,16351,17063
3024,1,6,4,5,1,1,0,0,16538,18735
3025,1,5,2,3,0,0,0,0,16337,19371
3026,1,10,2,13,1,1,0,0,17519,17753
3027,0,2,3,5,1,1,0,0,14305,17323
3028,0,12,5,9,0,0,0,0,18279,18909
3029,1,8,6,9,2,1,1,0,17808,18545
3030,0,6,6,5,1,0,1,0,17360,19151
3031,1,11,6,10,1,0,1,0,18849,19086
3032,0,4,4,6,0,0,0,0,15641,17857
3033,0,2,6,2,0,0,0,0,13408,15571
3034,1,13,10,15,0,0,0,0,19366,18628
3035,0,7,6,8,1,1,0,0,16646,16213
3036,0,3,9,4,1,1,0,0,15009,17067
3037,0,5,9,5,1,1,0,0,15921,17353
3038,1,8,6,12,1,1,0,0,18012,16748
3039,0,5,12,5,1,1,0,0,15224,16423
3040,0,6,15,7,0,0,0,0,15484,16418
3041,1,3,3,2,2,1,1,0,15550,18425
3042,0,6,4,5,0,0,0,0,15895,17705
3043,1,8,5,7,1,0,1,0,16776,18113
3044,0,1,5,2,0,0,0,0,13444,16544
3045,1,11,9,11,0,0,0,0,17971,18271
3046,0,1,7,3,0,0,0,0,12959,15381
3047,1,9,9,7,0,0,0,0,17225,17613
3048,0,9,6,8,0,0,0,0,17848,19890
3049,0,2,4,1,1,0,1,0,15448,18033
3050,0,5,6,7,1,1,0,0,15425,17540
3051,1,5,3,10,1,1,0,0,15717,17819
3052,0,5,8,1,0,0,0,0,14589,15373
3053,1,4,5,5,0,0,0,0,15463,18378
3054,0,7,8,7,1,1,0,0,16019,16667
3055,1,8,4,7,0,0,0,1,17634,17330
3056,0,8,8,12,0,0,0,0,16017,15395
3057,1,6,7,10,2,1,1,0,17259,19074
3058,1,5,2,3,1,1,0,0,16226,18917
3059,0,10,4,11,2,1,1,0,17816,18684
3060,0,4,6,3,0,0,0,0,15532,18026
3061,1,7,7,9,0,0,0,0,16946,17971
3062,0,5,6,4,0,0,0,0,16019,18530
3063,1,8,4,8,0,0,0,0,17938,18237
3064,1,9,6,10,1,0,1,0,17512,18140
3065,1,8,5,7,2,1,1,0,16712,17310
3066,0,5,6,7,1,0,1,0,15913,17592
3067,0,6,9,6,1,1,0,0,17108,17877
3068,1,16,9,11,2,1,1,3,23349,21214
3069,0,5,5,3,2,1,1,0,15548,18820
3070,0,5,2,5,1,1,0,0,15950,18633
3071,1,5,2,3,1,0,1,0,16014,18969
3072,0,9,15,8,1,1,0,0,17419,17316
3073,0,11,5,13,0,0,0,1,19979,18500
3074,0,3,8,2,1,1,0,0,14122,15708
3075,1,10,11,13,0,0,0,0,17447,16191
3076,0,7,8,9,0,0,0,0,16122,17858
3077,0,12,11,12,0,0,0,0,18336,17626
3078,0,0,12,0,0,0,0,0,12002,13961
3079,0,3,5,5,0,0,0,0,14378,16230
3080,0,8,4,18,0,0,0,0,17691,18548
3081,1,15,11,13,0,0,0,0,19402,18717
3082,1,3,1,3,0,0,0,0,16468,18574
3083,0,2,11,5,0,0,0,0,14486,15896
3084,1,9,8,9,0,0,0,0,17652,18869
3085,1,7,3,12,1,1,0,0,15494,15724
3086,0,6,8,11,0,0,0,0,16270,17661
3087,0,5,6,3,0,0,0,0,15899,17722
3088,0,3,12,3,0,0,0,0,14277,17550
3089,1,5,6,4,0,0,0,1,17350,18857
3090,1,8,9,15,0,0,0,0,18315,18534
3091,1,9,2,13,0,0,0,0,19570,21203
3092,1,6,5,5,0,0,0,1,16529,16649
3093,1,11,5,18,1,1,0,0,18324,18016
3094,1,8,3,6,0,0,0,0,17263,19913
3095,1,4,0,3,1,1,0,0,15282,17848
3096,0,5,4,4,0,0,0,0,15960,18478
3097,0,5,5,5,1,1,0,0,15103,17162
3098,1,7,3,6,0,0,0,0,16060,18431
3099,0,7,9,6,0,0,0,0,15463,17772
3100,0,6,10,7,0,0,0,1,17225,16572
3101,0,3,9,2,0,0,0,0,14861,16993
3102,1,4,1,10,1,1,0,0,15966,18955
3103,0,4,6,2,0,0,0,0,15172,18276
3104,1,4,7,4,0,0,0,0,15953,17960
3105,1,9,5,7,0,0,0,0,17959,20494
3106,1,7,2,11,2,1,1,0,17176,18575
3107,1,8,4,7,1,0,1,0,17328,18867
3108,0,2,6,3,0,0,0,0,15144,17995
3109,0,6,6,4,1,0,1,0,16533,18187
3110,0,11,8,9,0,0,0,0,18475,19732
3111,0,3,7,2,1,1,0,0,15252,18024
3112,1,4,9,1,0,0,0,0,14621,17862
3113,0,6,8,7,0,0,0,0,15953,17372
3114,1,5,2,5,2,1,1,0,16627,18676
3115,1,8,8,4,0,0,0,0,17240,18845
3116,0,5,2,4,0,0,0,0,15796,18152
3117,1,8,2,10,0,0,0,0,18330,19257
3118,0,6,7,8,1,1,0,0,15684,17219
3119,1,7,4,3,1,1,0,0,17120,18300
3120,1,4,5,2,1,1,0,0,15261,17058
3121,0,11,8,17,1,0,1,0,18053,17357
3122,0,3,6,3,1,0,1,0,15417,16990
3123,1,8,5,5,1,1,0,0,16523,18718
3124,0,8,8,6,1,1,0,0,16809,18470
3125,0,5,8,6,0,0,0,0,15627,17457
3126,0,0,3,0,1,0,1,0,13793,17022
3127,1,3,8,4,0,0,0,0,14481,15768
3128,0,8,4,11,1,1,0,0,16357,17543
3129,1,10,6,11,0,0,0,0,18582,19549
3130,0,1,3,1,0,0,0,0,13943,17418
3131,0,10,7,8,0,0,0,0,18410,19835
3132,0,6,7,6,0,0,0,0,16689,18369
3133,0,6,7,4,0,0,0,0,16060,16764
3134,0,3,12,4,0,0,0,0,14035,14801
3135,1,9,6,10,2,1,1,0,17757,18305
3136,0,2,9,3,0,0,0,0,14267,16538
3137,0,6,12,6,0,0,0,0,15951,16512
3138,0,8,8,4,0,0,0,0,16688,17926
3139,0,3,5,2,2,1,1,0,14303,15787
3140,1,9,8,12,1,1,0,0,17396,17804
3141,1,9,3,9,1,0,1,0,18159,19769
3142,0,7,5,8,1,0,1,0,16269,18306
3143,1,4,9,5,1,1,0,0,15316,17118
3144,1,5,4,4,1,1,0,0,16498,17738
3145,1,16,0,17,1,1,0,0,20603,20443
3146,1,10,7,7,1,0,1,1,19606,18619
3147,1,7,8,6,1,0,1,0,16940,17305
3148,1,6,4,11,0,0,0,0,16814,18612
3149,1,9,8,13,1,0,1,0,18146,17263
